,0,1,2,3,4,5,6,7,8,9
548,"January 3, 2015",1/10,Flew Economy,"
Everyone was directed to a desk to get hotel accommodations for the night – a desk at which 2 people were working. I felt sorry for the people at the end of the line – they must’ve been there for hours.",No,width: 20%,width: 40%,width: 40%,width: 40%,width: 20%
549,"December 28, 2014",1/10,Flew Economy,"
We were sent outside to get on a shuttle to go to a hotel – this had to have been the most unorganized thing I have ever seen. People were pushing & shoving to get on shuttles, & some people on my flight didn’t even get to their hotel because the shuttle never came & no one was available to help them.",No,width: 20%,width: 60%,width: 40%,width: 0%,width: 60%
550,"December 15, 2014",1/10,Flew Economy,"I boarded American Airlines flight 1430 from Minneapolis to Chicago at 4.25 pm which landed close to 6. I asked for a glass of water when they served complimentary drinks. After my first glass, when they flight attendant came to collect trash, I requested for one more glass of water. She never returned. Once again I asked a male attendant for a glass of water, he said the flight is above to land. After 30 mins the flight landed. I saw the flight attendant so many times passing by before the flight landed, he kept saying he cannot give. It was just a glass of water. So cheap. I infact said,  I will pay he just walked away. So cheap.",No,width: 20%,width: 20%,width: 20%,width: 20%,width: 20%
551,"December 5, 2014",10/10,Flew Business,"These are general comments that apply to American and most any other airline, from a 4 million mile and counting flyer.",Yes,width: 100%,width: 100%,width: 100%,width: 0%,width: 0%
552,"December 3, 2014",10/10,Flew Business,"
1.  Flight attendants are not there to lift heavy bags into the overhead bins.  There job description does not include doing things that could cause serious injury.  If you can’t put it up there yourself, check it.",Yes,width: 100%,width: 100%,width: 100%,width: 0%,width: 0%
553,"November 10, 2014",1/10,Flew Economy,"
2.  When checking bags, before it goes onto the conveyor belt check that the destination tag is attached securely and it has the correct flight(s) cities on it.   Mistakes happen and you can catch them before your bag goes to somewhere other than you do.",No,width: 40%,width: 40%,width: 80%,width: 40%,width: 60%
554,"October 11, 2014",10/10,Flew Economy,"
3.  If you fly enough, you will experience delays due to this and that and other things you don’t anticipate.  Roll with it.",Yes,width: 0%,width: 80%,width: 100%,width: 0%,width: 0%
555,"September 10, 2014",1/10,Flew Economy,"Terrible experience my husband and I went on emergency leave from a forward deployed location home for my grandmother’s funeral. We arrived around midnight the night before the funeral and they had lost our bag. So the day before the funeral we had to run around town to purchase clothes we only had what was on our backs. It took them ten days to acknowledge that they had no idea where my bag was and another five to get a settlement which was only 3,400! We were on leave for 30 days and spent well over 1,000 in clothes, shoes and toiletries to include hair products. I sent them all the receipts and filled out my claim. My bag included my dress blues which were worth 1,200 not including ribbons and insignia. They refuse to discuss my claim any further and have been very rude as well. DO NOT use this airline this is no way to treat a person or an Army veteran. I am truly disappointed and angry I was not fairly compensated at all and I was treated horribly! I will write a review on every blog website and search engine no one should fly this airline horrible horrible service! I was flying the second leg of my journery to Mississippi from Seattle.",No,width: 40%,width: 60%,width: 60%,width: 60%,width: 60%
556,"September 9, 2014",1/10,Flew Economy,"We were going to St Louis from Los Angeles on flight number   AA 1686     .We boarded the plane as scheduled to take off at 7:40 am and after waiting about an hour the pilot announced that our  flight was cancelled due to a technical problem. He also said  that they were going to find another plane and asked us to go back to the waiting area. We were then told we should talk to the customer service. We waited until 3 pm in line because there was only one customer service representative and it sometimes took her more than an hour  to resolve a single customer’s problem. It was like torture. When finally it was our turn, she offered us a flight first to Charlotte which would take off at 12:30 am wait there for a few hours then take another flight to St Louis. I asked her to upgrade my ticket to business but she said she cannot do that.  We were so tired I told her I cannot wait until midnight and that I wanted to fly directly to St Louis. I told her that I want to stay in LA and take the next flight tomorrow to St Louis. . She gave us a voucher to stay at the Holiday Inn Hotel and also voucher for food . I was so tired I did not check what she gave me and realized only at the hotel that she gave one room for all four of us. We are a family of four and my husband is 6’7 and my son is 6’5. It was another torture trying to fit in those tiny beds and sleep. The food voucher was another disaster, only $12 lunch per person and there was nothing on the menu you could eat with that much money.",No,width: 40%,width: 60%,width: 20%,width: 40%,width: 20%
557,"August 25, 2014",1/10,Flew Economy,"
I had to spend lots of money at the airport during our wait. One rep brought a cart full of water bottles and drinks and the customers in the line asked for drinks; they did not even offer water to us.  I missed my son’s orientation in St Louis, had to spend lots of money for the terrible and outrageously expensive airport food, missed two days in a much nicer hotel in St Louis which was prepaid, had to sleep in a tiny bed, had to pay extra for dinner, breakfast and lunch at Holiday Inn,  etc etc. On top of this when we went to the airport the next day, we could not do online check in because the customer service rep did not do a proper job and our tickets showed the Charlotte flight which was long gone. We had to find the right person to fix it which was another experience that took a long time and almost missed our flight.",No,width: 80%,width: 20%,width: 100%,width: 0%,width: 100%
